,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,cont_rating,prime_genre
762,762,3361,409,364159440,Call of Duty: Zombies HD,35602607,0,4.99,5853,3860,3.5,4.0,17+,5
763,763,2195,746,410148139,NOAA Weather Radio,14232576,0,3.99,3245,53,4.0,4.0,4+,0
764,764,199,2873,804177739,Adobe Photoshop Lightroom for iPad,146830336,0,0.0,2005,2,4.0,1.0,4+,11
765,765,5037,3533,914893190,"RAMBOAT - Game of Shoot and Dash, Run and Jump !",64588800,0,0.0,1114,0,4.5,0.0,17+,5
766,766,1783,3258,888251661,Bee Brilliant,199310336,0,0.0,11151,152,5.0,5.0,4+,5
767,767,3943,5850,1051927783,Skylanders Battlecast,931504128,0,0.0,2250,483,4.5,4.5,9+,5
768,768,6707,10168,1151423446,Landix.io Online,110459904,0,0.0,405,48,4.5,4.0,4+,5
769,769,1321,2334,654662054,Procraster - Overcome Procrastination,19279872,0,1.99,155,71,4.0,4.0,4+,22
770,770,3770,8026,1099420627,Color Dotz,17227776,0,0.0,326,22,3.5,3.5,4+,5
771,771,4555,406,363992049,ComicGlass [ComicReader],31955968,0,2.99,308,0,4.5,0.0,12+,14
772,772,2028,8736,1115245945,Smart Matches ~ Puzzles with Matchsticks,28306432,0,0.0,1,1,5.0,5.0,4+,5
773,773,4768,7325,1084979184,鬼畜三国-红将觉醒,213086208,0,0.0,0,0,0.0,0.0,12+,5
774,774,5058,3775,937289819,Pic-it Collage - Photo Collage Maker and Editor,36184064,0,0.0,415,72,4.5,4.5,4+,11
775,775,4383,4964,1015077531,USPS StampApp for iPad,47478784,0,9.99,15,4,2.5,3.0,4+,7
776,776,6360,4955,1014661557,Monkey Preschool Animals,126582784,0,2.99,5,5,4.5,4.5,4+,20
777,777,1464,3253,887910620,DelusionCreatureGacha,50221056,0,0.0,1,1,5.0,5.0,4+,5
778,778,2664,1236,479943969,TETRIS®,63226880,0,1.99,8480,66,4.0,3.0,4+,5
779,779,5158,8246,1104698715,OdellMoji by Odell Beckham Jr.,8997888,0,1.99,21,16,4.5,4.5,12+,18
780,780,2738,4104,960161732,Skiing Yeti Mountain,73926656,0,0.0,2830,1201,5.0,5.0,9+,5
781,781,4957,6102,1059309490,Helmet Virtual Reality 3D Joke,123072512,0,0.0,150,27,2.5,2.5,4+,5
782,782,3405,4147,962996253,黄金日-贵金属理财投资黄金白银,51837952,0,0.0,0,0,0.0,0.0,4+,4
783,783,6658,1523,524509185,Temple Run: Brave,130115584,0,1.99,27593,386,4.0,4.0,4+,5
784,784,3748,7457,1087266454,Move the Match - Matchstick Puzzles for Free,35869696,0,0.0,441,38,4.0,4.5,4+,5
785,785,4287,7605,1090617661,Steve - The Jumping Dinosaur Widget Arcade Game,26888192,0,0.0,7751,39,4.5,4.5,4+,5
786,786,2099,6945,1076751035,Tennis Bits,154455040,0,0.0,316,133,4.0,4.5,4+,5
787,787,828,1112,465173198,Cronometer,17243136,0,2.99,210,7,3.0,3.5,4+,6
788,788,1376,787,415606289,安居客-二手房、新房、租房的找房助手,107184128,0,0.0,84,0,4.5,0.0,4+,13
789,789,2902,5218,1028558002,Dark Dimensions: Homecoming - A Hidden Object Mystery (Full),1331671040,0,2.99,10,10,2.5,2.5,9+,5
790,790,278,373,356618664,TeachMe: 3rd Grade,174268416,0,1.99,160,2,4.0,3.0,4+,20
791,791,6213,3283,891194610,Earn to Die 2,102755328,0,1.99,3072,82,4.5,4.5,12+,5
792,792,6002,2826,791211390,Jurassic World™: The Game,482223104,0,0.0,149138,913,4.5,4.5,4+,5
793,793,4338,343,351091731,大众点评-发现品质生活,244516864,0,0.0,844,1,4.0,1.0,17+,13
794,794,6356,8056,1100160696,BiBi娱乐社区 - 好玩的游戏都在这里！,50778112,0,0.0,0,0,0.0,0.0,17+,17
795,795,236,5287,1031838318,君の目的はボクを殺すこと。,154515456,0,0.0,0,0,0.0,0.0,9+,5
796,796,6362,3292,891596226,华尔街见闻（专业版）-全球财经新闻精选,71386112,0,0.99,11,0,3.5,0.0,4+,19
797,797,2080,673,400213892,Reiner Knizia's Ra,34992128,0,3.99,1114,110,4.5,4.0,4+,5
798,798,2592,5042,1019856486,House of 1000 Doors: Evil Inside HD - A Hidden Object Adventure (Full),1170735104,0,6.99,75,75,3.5,3.5,9+,5
799,799,2914,1606,535500008,Hungry Shark Evolution,320535552,0,0.0,83784,358,4.5,4.5,12+,5
800,800,3366,7482,1087698005,謎トレ 謎解き脳トレーニング,6176768,0,0.0,0,0,0.0,0.0,4+,15
801,801,2116,1087,462134755,Puppet Pals HD Director's Pass,103233536,0,3.99,54,0,4.0,0.0,4+,20
802,802,1790,8760,1116026071,Dr. Panda Hoopa City 2,170365952,0,3.99,31,9,4.5,4.5,4+,20
803,803,1988,6175,1060935829,Uncolored Boy,231588864,0,0.0,0,0,0.0,0.0,4+,5
804,804,1658,10618,1170395210,Room Escape Game - Pictures Room Esacpe,88484864,0,0.0,6,2,5.0,5.0,4+,5
805,805,2766,1231,479528827,Photomontage : PhotoLayers for iPhone,15488000,0,0.99,67,14,4.5,4.0,4+,11
806,806,90,10205,1152938994,武神战纪OL-热血三国志国战手游,705442816,0,0.99,0,0,0.0,0.0,12+,5
807,807,4599,4223,968433730,Adobe Spark Page — Create Stunning Web Pages,120110080,0,0.0,2528,80,4.5,4.5,4+,22
808,808,7166,1320,491629188,まっぷるリンク - 旅行ガイドを丸ごとアプリで持ち歩き,64250880,0,0.0,0,0,0.0,0.0,4+,8
809,809,4204,4170,965000875,OK K.O.! Lakewood Plaza Turbo,1614744576,0,0.0,430,41,4.5,4.5,9+,5
810,810,4053,862,429009175,WatchESPN,33714176,0,0.0,159735,2556,4.0,4.5,4+,9
811,811,1319,3344,897003024,Mail Master by NetEase,127514624,0,0.0,361,1,4.0,5.0,4+,22
812,812,5287,10421,1161496947,Baby Bottle Challenge - Water Bottle Flip,61094912,0,0.0,152,56,3.5,3.5,4+,5
813,813,948,7962,1097727390,VEHICLES & WEAPONS MODS for Minecraft Pc Guide,24669184,0,1.99,450,15,4.0,2.5,12+,18
814,814,2441,5575,1042273323,Splash Cars,182239232,0,0.0,2094,24,4.5,5.0,4+,5
815,815,6319,2314,650715760,LetterGlow - Graphic Design & Photo Editing,125425664,0,2.99,181,32,4.0,4.5,4+,11
816,816,6760,9572,1134511982,Color 6,85723136,0,0.0,951,30,3.5,4.0,4+,5
817,817,878,5545,1040968715,The Monsters by Tinybop,267152384,0,2.99,46,6,4.5,4.5,4+,20
818,818,703,312,343638336,Video Calls with Santa,27997184,0,2.99,315,0,3.5,0.0,4+,13
819,819,3803,4838,1006850128,Ice Queen Prom Salon: Princess Makeover Girls Game,73683968,0,1.99,11,1,3.5,1.0,4+,5
820,820,6289,9795,1139391147,My NBA 2K17,484489216,0,0.0,1784,161,3.0,3.0,4+,5
821,821,5329,3827,941143328,Five Nights at Freddy's 2,37310464,0,2.99,18107,18107,4.5,4.5,12+,5
822,822,3057,5795,1050331109,Seattle GameDay Sports Radio – Seahawks and Mariners Edition,20144128,0,1.99,31,23,5.0,5.0,4+,9
823,823,6129,10397,1160690385,Devil Lord: I shouldn't say that...half of world,96523264,0,0.0,0,0,0.0,0.0,4+,5
824,824,7094,1998,587842308,The Walking Dead: Dead Yourself,109892608,0,0.0,2369,11,4.5,5.0,17+,18
825,825,7125,5680,1046593064,Disney Crossy Road,187282432,0,0.0,38571,1223,4.5,4.5,4+,5
826,826,51,241,331308914,Weight Watchers,230720512,0,0.0,136833,64,3.5,4.5,12+,6
827,827,1340,5256,1030522460,The Lion Guard,672662528,0,3.99,78,28,4.0,3.0,4+,18
828,828,5830,525,380641055,Files HD Pro - File Manager & Web Browser,28118016,0,4.99,2237,41,4.0,3.5,17+,14
829,829,633,10162,1151195880,Soccer 17,131052544,0,2.99,29,29,1.5,1.5,4+,5
830,830,589,7267,1083451870,Leap Day,196566016,0,0.0,3763,46,4.5,4.5,4+,5
831,831,32,6098,1059271164,ｗｗｗ,14366720,0,0.0,0,0,0.0,0.0,4+,5
832,832,4762,6315,1063946646,ぼっちでもリア充になれる奇跡のアプリ。〜恋する缶づめ。〜,66295808,0,0.0,1,1,5.0,5.0,12+,5
833,833,2846,9809,1139996011,脱出ゲーム　Cottage,151880704,0,0.0,1,1,5.0,5.0,4+,5
834,834,974,4817,1004963943,一起作业学生端-中小学霸口袋学习辅导助手,63421440,0,0.0,91,2,4.0,5.0,4+,20
835,835,6895,5971,1055571047,There's no tablecloth I can't pull!!,168910848,0,0.0,1,1,4.0,4.0,4+,5
836,836,3671,8342,1106542634,Tip Tap Soccer,135485440,0,0.0,29,24,4.0,4.0,4+,5
837,837,3592,4437,981535263,Worms™ 4,268636160,0,4.99,380,178,3.5,4.0,9+,5
838,838,1697,2342,656163700,Icebreaker: A Viking Voyage,60375040,0,0.99,726,52,4.5,4.5,9+,5
839,839,1593,4707,997878440,Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,640870400,0,2.99,124,39,4.5,4.0,9+,5
840,840,3290,3172,876510541,Osmo Tangram,160265216,0,0.0,200,2,4.0,3.0,4+,5
841,841,473,9928,1142657936,Spoofr — GPS & Location Simulator,1210368,0,1.99,2,2,1.0,1.0,4+,5
842,842,1315,13,284815942,Google – Search made just for mobile,179979264,0,0.0,479440,203,3.5,4.0,17+,14
843,843,3451,5558,1041528293,"Bloxels: Build, Play & Share Your Own Video Games",255226880,0,0.0,382,18,3.5,4.0,4+,20
844,844,582,2642,730919094,Double Dragon Trilogy,133456896,0,2.99,427,73,4.0,4.0,12+,5
845,845,6643,6774,1073002250,Fit Girls Guide,33677312,0,0.0,397,18,4.0,2.0,12+,6
846,846,6005,2541,700440156,Articulation Test Center Pro,174737408,0,59.99,29,0,4.5,0.0,4+,20
847,847,71,2522,694647259,ProCamera.,96517120,0,4.99,1525,13,4.5,4.5,4+,11
848,848,2328,7772,1093751264,はじめん　～はじめとつくる動画生活～,172704768,0,0.0,0,0,0.0,0.0,9+,5
849,849,5957,36,289446241,Election 2016 Map,2386944,0,0.99,137,0,3.0,0.0,4+,18
850,850,504,4384,978236345,WeicoPro 4,80967680,0,0.99,106,0,3.0,0.0,17+,17
851,851,6893,138,309735670,Indeed Job Search,3691520,0,0.0,38681,563,4.0,4.5,4+,1
852,852,1767,5571,1042173956,Emoji Bae - Custom Emojis,12980224,0,1.99,40,0,2.5,0.0,9+,14
853,853,6664,675,400666114,Guitar Pro,34405376,0,6.99,1218,11,4.0,4.5,4+,16
854,854,4669,7687,1091993742,"Princess Pet Palace: Royal Pony - Pet Care, Play & Dress Up",194273280,0,0.0,74,42,4.5,4.5,4+,5
855,855,3214,9367,1129755661,Flick Soccer 17,83832832,0,0.0,217,217,4.0,4.0,4+,5
856,856,5064,6224,1061873443,テニスクラブ物語,194211840,0,5.99,0,0,0.0,0.0,4+,5
857,857,6311,5487,1039596715,FastEver 2 - Quick memo app for Evernote,47126528,0,3.99,24,4,4.5,5.0,4+,22
858,858,5102,3693,930563044,Sandstorm: Pirate Wars,519218176,0,0.0,4518,409,4.5,4.5,9+,5
859,859,4471,9109,1123499290,暇つぶしに人気  脳トレ パズルゲーム　- LINK,103812096,0,0.0,0,0,0.0,0.0,4+,5
860,860,3195,3320,894022200,The Guides,45310976,0,2.99,397,232,4.5,5.0,4+,5
861,861,4906,4198,966333863,Pathfinder Adventures,729790464,0,0.0,1498,166,4.0,4.5,9+,5
862,862,1591,2014,589779009,METAL SLUG 2,83660800,0,2.99,421,174,4.5,4.5,9+,5
863,863,6805,5117,1022763299,开挂江湖-Q版武侠挂机,98246656,0,0.0,0,0,0.0,0.0,9+,5
864,864,2995,7481,1087693451,Dumb Ways JR Boffo's Breakfast,92313600,0,1.99,31,31,3.5,3.5,4+,20
865,865,896,5286,1031791319,公牛炒股-证券开户交易软件,40359936,0,0.99,0,0,0.0,0.0,17+,4
866,866,479,2384,664425773,Canon PRINT Inkjet/SELPHY,25640960,0,0.0,689,102,2.5,2.5,4+,11
867,867,1417,1982,586192051,Santa Tracker Christmas Free,49776640,0,0.0,134,11,3.5,3.5,4+,18
868,868,1548,6703,1071521565,Emily’s Polar Adventure,100721664,0,0.0,37,0,4.0,0.0,4+,5
869,869,1785,3899,946930094,FineScanner Pro - PDF Document Scanner App + OCR,63974400,0,59.99,100,4,4.0,4.5,4+,1
870,870,4587,560,386098453,Weibo HD,104387584,0,0.0,16772,293,4.5,3.0,4+,17
871,871,6342,2517,694133485,Capital One for iPad,92510208,0,0.0,21858,389,4.5,4.5,4+,4
872,872,3793,3955,950593464,Dr. Panda's Ice Cream Truck,205928448,0,1.99,445,294,4.0,4.0,4+,20
873,873,960,679,400971700,DirectVR Remote for DirecTV,7497728,0,0.99,528,1,4.0,2.0,4+,14
874,874,163,938,439495358,北京浮生记,1532640,0,0.99,44,21,4.5,4.5,17+,5
875,875,1515,3627,923760656,Radiation Island,1537737728,0,2.99,5148,1465,4.5,4.0,12+,5
876,876,4636,9036,1121910644,Soccer Stadium Sports Car & Bus Parking Simulator 3D Driving Sim,268843008,0,0.0,126,126,4.0,4.0,4+,5
877,877,2547,4311,973482525,Blossom Blast Saga - Fun Flower Match & Grow Game,70504448,0,0.0,29475,170,4.5,4.5,4+,5
878,878,694,1393,504170504,Louvre HD,125812736,0,1.99,1129,93,5.0,5.0,4+,13
879,879,616,9858,1141253112,戦国乙女2～深淵に輝く気高き将星～,3968637952,0,7.99,0,0,0.0,0.0,12+,5
880,880,1072,8863,1117825020,妙资理财（九周年版)-高收益理财投资平台,31624192,0,0.0,0,0,0.0,0.0,4+,4
881,881,2579,5721,1047961826,Rodeo Stampede - Sky Zoo Safari,252826624,0,0.0,19199,189,4.5,4.5,4+,5
882,882,4276,8476,1109830748,Pewdiebot,76777472,0,0.99,151,151,4.0,4.0,12+,5
883,883,2778,2450,679753195,KICK: Official Football Card Trader,227790848,0,0.0,2641,22,3.5,4.0,12+,9
884,884,5808,7348,1085435111,君にはクリアできませんよ,6600704,0,0.0,0,0,0.0,0.0,4+,5
885,885,3500,10420,1161444237,Elf Pets® Pup — The Elf on the Shelf®,469178368,0,0.99,10,3,4.5,5.0,4+,5
886,886,3207,4087,959451726,ごちうさアラーム～チノ編～,18604032,0,5.99,2,2,5.0,5.0,9+,18
887,887,6357,227,329174056,iLoan Calc (Loan calculator),3375104,0,3.99,0,0,0.0,0.0,4+,4
888,888,1699,6792,1073081246,ダイエットやメイク、ネイルのコスメ情報 - シェリル,71487488,0,0.0,0,0,0.0,0.0,4+,2
889,889,2858,10962,1181016912,Peanuts StoryGIF – Cute GIF & Story Maker,37198848,0,0.99,5,4,2.5,2.0,4+,18
890,890,5022,751,410395246,Microsoft OneNote,233533440,0,0.0,39638,1213,4.5,4.5,4+,22
891,891,6726,1661,544007969,TimeTraks,698800,0,0.99,68,29,2.0,2.0,4+,18
892,892,3546,8501,1110657008,帝国征服者-王者联盟列国纷争,83196928,0,0.0,0,0,0.0,0.0,12+,5
893,893,6778,294,339532909,Redbox,83906560,0,0.0,60236,58,3.0,4.5,12+,18
894,894,2498,3563,917555054,My Movies Pro - Movie & TV Collection Library,95249408,0,7.99,1309,163,4.5,5.0,12+,2
895,895,904,3047,850863885,Ambition: Strategy War Game,54139904,0,3.99,360,27,3.5,3.5,9+,5
896,896,5620,10074,1147910573,ピンポンファイター - 卓球王にオレはなるっ！！,47551488,0,0.0,0,0,0.0,0.0,4+,5
897,897,7028,2974,834248867,SKRWT,34190336,0,1.99,230,29,4.5,4.5,4+,11
898,898,5729,411,364183992,Qzone,133874688,0,0.0,1649,1,3.5,5.0,4+,17
899,899,5157,7495,1087897068,企业微信,139163648,0,0.0,7,0,2.5,0.0,4+,1
900,900,2623,130,308750436,Dictionary.com Dictionary & Thesaurus,111275008,0,0.0,200047,177,4.0,4.0,4+,7
901,901,6938,91,301724680,Citi Mobile®,281244672,0,0.0,48822,193,3.5,4.0,4+,4
902,902,7169,3572,918138802,Monster Mania,98089984,0,0.0,175,22,4.5,4.5,4+,5
903,903,2526,7421,1086794447,Plummet Dash,24740864,0,0.0,194,194,4.0,4.0,4+,5
904,904,6084,4582,990345796,Builder Buddies: 3D City Building Simulator,10946560,0,0.0,7197,296,4.0,4.5,9+,5
905,905,4375,287,337866370,Jet Car Stunts,32848910,0,1.99,4088,436,4.0,4.5,4+,5
906,906,1167,3553,916614208,Creema（クリーマ）- ハンドメイドマーケットプレイス,31853568,0,0.0,0,0,0.0,0.0,17+,3
907,907,3253,6410,1065902981,Princess Libby: Frozen Party,104026112,0,0.0,99,2,4.0,5.0,4+,5
908,908,1668,716,407262212,BillMinder - Bill Reminder and Organizer,4278742,0,1.99,4262,668,4.5,4.0,4+,4
909,909,6502,7753,1093396572,SteamWorld Heist,242657280,0,9.99,277,223,4.5,4.5,9+,5
910,910,1161,4349,976350178,Monkey Swingers,61336576,0,0.0,60,20,4.0,4.0,4+,5
911,911,209,7038,1078412469,AirParrot Remote,20189184,0,7.99,17,9,2.5,2.0,4+,11
912,912,4273,757,411766326,Schoology,120382464,0,0.0,1777,9,3.0,4.0,4+,20
913,913,4544,1745,554936942,Talking Angela for iPad,76846080,0,0.0,32763,191,3.5,3.5,4+,18
914,914,1856,2906,814323051,Bridge Constructor Medieval,104359936,0,1.99,262,39,4.5,4.5,4+,5
915,915,4358,6892,1075853478,Street Fighter V Official Frame Data App,53233664,0,1.99,34,19,2.0,1.5,4+,18
916,916,460,5738,1048542880,War of Warship:Pacific War,109920256,0,0.0,526,14,3.0,1.5,12+,5
917,917,3918,504,377342622,360 Panorama,7954432,0,1.99,10463,193,4.5,3.5,4+,11
918,918,2564,4172,965096605,Legend of Grimrock,1215169536,0,4.99,452,211,4.5,4.5,9+,5
919,919,5222,4171,965084468,SUDOKU -The puzzle game that makes your brain younger!-,19547136,0,0.0,0,0,0.0,0.0,4+,5
920,920,3781,7955,1097587096,Diced - A Simple Puzzle Dice Game,54171648,0,0.0,53,3,4.5,5.0,4+,5
921,921,2684,1404,505066327,Fake call from the Easter Bunny,15771648,0,0.0,39,2,2.0,1.0,4+,18
922,922,871,8221,1104124222,Ultrapic,31016960,0,1.99,48,2,2.5,1.0,4+,11
923,923,33,4928,1012329703,口袋苍穹-首日送萧炎，重返斗气大陆,156032000,0,0.0,0,0,0.0,0.0,17+,5
924,924,4283,1343,494776019,中华万年历-2亿用户首选的日历软件,59154432,0,0.0,598,1,5.0,5.0,12+,14
925,925,362,8387,1107742773,Bouncy Tower,49349632,0,0.0,213,5,4.5,4.0,4+,5
926,926,1553,1007,448142450,Truecaller - Spam Identification & Block,84406272,0,0.0,27791,5779,4.5,4.5,4+,14
927,927,5405,381,357828853,Tabs & Chords by Ultimate Guitar - learn and play,103049216,0,2.99,35045,250,4.5,4.5,4+,16
928,928,2551,5327,1033117027,Black Hole -世の中で最も困難な物理げーむ ぱずる-,148458496,0,0.0,0,0,0.0,0.0,4+,5
929,929,93,8245,1104692136,Snakeio,76058624,0,0.0,13870,713,4.5,4.5,4+,5
930,930,2636,2079,599456126,Sleep Meister - Sleep Cycle Alarm,16607232,0,0.99,34,2,4.0,5.0,4+,6
931,931,6912,3282,891192948,挖财宝理财-预期年化收益高达12%,48109568,0,0.0,7,0,4.0,0.0,17+,4
932,932,3346,5780,1049386519,Tiny Rogue,56366080,0,2.99,296,296,4.0,4.0,12+,5
933,933,1906,7422,1086795798,Unstoppable: Highway Truck Racing Game,132173824,0,2.99,13,1,3.5,5.0,12+,5
934,934,5159,4940,1013551921,Video Smith - A Powerful video editing tool set,39056384,0,0.0,1,1,5.0,5.0,4+,11
935,935,2818,1332,493145008,Headspace,121170944,0,0.0,12819,1326,5.0,5.0,4+,6
936,936,436,2155,618687721,楽天市場 for iPad,13448192,0,0.0,6,0,4.0,0.0,4+,13
937,937,1222,3436,906936224,快看漫画,63058944,0,0.0,1647,225,5.0,5.0,17+,15
938,938,5156,2043,593715088,Solitaire·,24890368,0,0.0,66002,3238,4.5,4.5,4+,5
939,939,4541,5095,1021971213,SPL-T,110900224,0,2.99,124,63,4.0,4.0,4+,5
940,940,2675,10895,1178829577,ハマる脳とれ ぱずる!!PITTARI～子供も楽しめる脳とれ ぱずるげーむ～,56605696,0,0.0,0,0,0.0,0.0,4+,5
941,941,6933,2147,615563599,Videoshop - Video Editor,140902400,0,1.99,57878,6343,4.5,5.0,4+,11
942,942,3153,10963,1181024195,My Town : Beauty Contest,203589632,0,2.99,31,31,4.5,4.5,4+,5
943,943,3658,4963,1015059175,A Color Story,39306240,0,0.0,2436,629,4.5,5.0,4+,11
944,944,4164,789,415850124,PhotoSync – transfer and backup photos & videos,65495040,0,2.99,4352,33,4.5,5.0,4+,11
945,945,4657,533,381477230,ゲーム発展国＋＋,191410176,0,4.99,6,0,4.0,0.0,4+,5
946,946,366,5041,1019838009,The Martian: Official Game,74873856,0,0.99,259,96,4.0,3.5,9+,5
947,947,1526,3410,904418768,Google Street View,95927296,0,0.0,1450,48,4.0,4.0,4+,8
948,948,5317,4164,964351449,Hiking Project,88667136,0,0.0,247,48,4.0,4.5,4+,9
949,949,4080,5687,1046787882,洋菓子店ローズ ～ほのぼの再建記～,103027712,0,0.0,20,0,4.5,0.0,4+,5
950,950,7153,702,405338085,Coach Guitar - Lessons & Easy Tabs For Beginners,132141056,0,0.0,2416,45,4.5,4.5,4+,16
951,951,5734,4508,985950986,Gun Master 3: Zombie Slayer,220948480,0,0.0,604,527,4.5,4.5,17+,5
952,952,2518,6676,1071045817,出会い秘密チャット - 相席 出会い系チャット,12906496,0,0.0,0,0,0.0,0.0,17+,17
953,953,6478,1561,529479190,Clash of Clans,116476928,0,0.0,2130805,579,4.5,4.5,9+,5
954,954,5480,4098,959801877,Block Party : Mini Game With Worldwide Multiplayer,95862784,0,0.99,250,56,4.0,4.0,12+,5
955,955,2374,2952,828005193,Kitchen Scramble: Cooking Game,117025792,0,0.0,17925,13,3.5,2.5,4+,5
956,956,622,3668,927117171,Football Heroes PRO 2016,141340672,0,0.0,3018,665,4.0,4.0,9+,5
957,957,5985,1868,571393580,Gangstar Vegas,2088777728,0,0.0,46705,1118,4.5,4.5,17+,5
958,958,3669,6529,1068095192,Gin Rummy Plus - Multiplayer Online Card Game,178644992,0,0.0,36355,304,5.0,4.5,12+,5
959,959,2202,6393,1065599938,HARVEST MOON: Seeds Of Memories,340971520,0,9.99,244,45,4.0,3.5,4+,5
960,960,6941,7778,1093809825,Quiz Tales,239486976,0,0.0,129,44,4.0,4.0,4+,5
961,961,4056,4157,963570332,SmartForm - 見積書・納品書・請求書・領収書作成ソフトの新定番！,18051072,0,5.99,0,0,0.0,0.0,4+,1
962,962,3210,169,316391924,Sky News,91697152,0,0.0,118,0,3.0,0.0,12+,19
963,963,3504,5984,1055825012,Myths of the World: The Heart of Desolation - A Hidden Object Adventure (Full),1253449728,0,6.99,68,68,4.5,4.5,9+,5
964,964,6814,3340,896150306,バーチャル高校野球,64545792,0,0.0,0,0,0.0,0.0,4+,9
965,965,126,6049,1057870288,Defend the Planet,132108288,0,0.0,510,66,4.0,4.0,4+,5
966,966,2797,6226,1061897092,"Baby Kim - Care, Play & Dress Up",179871744,0,0.0,360,360,4.5,4.5,4+,5
967,967,3225,3903,947402822,Galaxy Trucker Pocket,118829056,0,4.99,259,3,5.0,4.0,9+,5
968,968,5063,2225,634896669,美柚 - 女生助手,128416768,0,0.0,804,0,5.0,0.0,17+,6
969,969,4003,4037,955290679,Domino Drop,43565056,0,1.99,2272,2150,4.5,4.5,4+,5
970,970,1225,2024,591301867,bloxorz,28262400,0,0.99,56,17,4.0,4.0,4+,5
971,971,5728,6762,1072675851,GREEiN,36721664,0,0.99,0,0,0.0,0.0,4+,9
972,972,5408,7079,1079253434,The Walking Dead: Michonne - A Telltale Miniseries,904699904,0,4.99,303,134,3.0,3.0,17+,5
973,973,2503,5857,1052065651,Offroad 4x4 Truck Trials Parking Simulator a Real Car Stunt Driving Racing Sim,322198528,0,0.0,438,438,4.0,4.0,4+,5
974,974,1230,134,309172177,myAT&T,68491264,0,0.0,108507,628,3.0,3.0,4+,14
975,975,2618,1406,505253234,Charity Miles: Walking & Running Distance Tracker,140154880,0,0.0,3115,87,4.0,4.5,4+,6
976,976,5436,1049,455650341,Real Steel,968384512,0,0.99,24880,13,4.5,4.0,9+,5
977,977,836,955,442378070,Book Creator for iPad,86345728,0,4.99,415,2,4.0,3.0,4+,20
978,978,4645,4993,1017186083,Haywire Hospital,503320576,0,0.0,285,2,4.5,3.5,12+,5
979,979,2160,4882,1010704842,Dream League Soccer 2017,359676928,0,0.0,66004,6514,4.5,4.5,4+,5
980,980,374,8865,1117844680,Endless Ducker,159752192,0,0.0,639,306,4.0,4.5,4+,5
981,981,4873,1337,493849232,Machine World,143887360,0,1.99,3875,304,4.5,4.5,4+,5
982,982,420,1618,536495161,Lapse It Pro • Time Lapse & Stop Motion Camera • Professional HD,22585344,0,2.99,2079,760,4.5,4.5,4+,11
983,983,4955,8657,1114046971,Lucky Block Mod for Minecraft PC Edition - Pocket Guide,11767808,0,1.99,14,12,2.0,2.0,4+,5
984,984,5891,2064,596402997,Despicable Me: Minion Rush,147123200,0,0.0,464312,444,4.5,4.5,9+,5
985,985,6934,10257,1155038987,Table Speed,26798080,0,2.99,0,0,0.0,0.0,4+,5
986,986,3550,7823,1094663982,Championship Manager 17,82527232,0,0.0,154,48,4.0,4.5,12+,5
987,987,5710,4026,954549897,Fear For Sale: The 13 Keys HD - A Scary Hidden Object Mystery (Full),1591455744,0,6.99,90,15,4.0,3.5,9+,5
988,988,3083,9642,1135867247,The Orchard by HABA - colors & shapes for children,164418560,0,1.99,2,2,2.0,2.0,4+,5
989,989,5959,488,374308914,Color Splash for iPad,18752512,0,1.99,2445,41,4.5,5.0,4+,11
990,990,6937,41,290807369,Line Rider iRide™,1646592,0,1.99,21609,69,3.5,2.5,9+,18
991,991,984,8259,1104879125,애드픽 - 인플루언서가 되어 의미있는 수익을 올리세요!,28006400,0,0.0,0,0,0.0,0.0,12+,1
992,992,3425,1502,521922264,PIP Camera-Selfie Cam&Pic Collage&Photo Editor,74172416,0,0.0,8454,26,4.5,5.0,4+,11
993,993,4535,5299,1032298135,【実況】今からカレシを葬る #衝撃の実況動画ノベルゲーム,66817024,0,0.0,0,0,0.0,0.0,17+,5
994,994,1486,2134,610391947,Asphalt 8: Airborne,1777940480,0,0.0,188568,2850,4.5,4.5,12+,5
995,995,5369,9331,1128839212,Forest Rescue 2: Friends United Match 3 Puzzle,88672256,0,0.0,1505,79,5.0,5.0,4+,5
996,996,5717,9939,1143052259,Narcos: Cartel Wars,178887680,0,0.0,4490,15,4.5,4.5,12+,5
997,997,400,9623,1135536260,Journey Below,61067264,0,2.99,28,6,4.0,3.5,12+,5
998,998,5854,7277,1084085985,RPG 偽りの物語 / ドット絵ロールプレイングゲーム,237879296,0,0.99,0,0,0.0,0.0,4+,5
999,999,845,4244,969592391,My Friend Scooby-Doo!,600293376,0,2.99,80,22,4.0,4.5,4+,18
1000,1000,4667,4854,1008519817,Hungry Babies Mania,207542272,0,0.0,7075,31,4.5,4.0,4+,5
1001,1001,78,5369,1034774337,"OVLA - Awesome & Creative Typography Design, Graphic Design, Photo Editing",63175680,0,0.99,21,12,3.5,3.5,4+,11
1002,1002,6973,10535,1165924249,Monkey,68677632,0,0.0,3060,122,4.0,3.5,12+,17
1003,1003,5563,1421,507874739,Google Drive - free online storage,185695232,0,0.0,59255,599,4.5,4.5,4+,22
1004,1004,2196,3057,852801905,タップル誕生 - 出会いアプリで趣味から恋活・婚活,62878720,0,0.0,37,1,4.5,5.0,17+,17
